track,album_name,artist,release_date,isrc,all_time_rank,track_score,spotify_streams,spotify_playlist_count,spotify_playlist_reach,spotify_popularity,youtube_views,youtube_likes,tiktok_posts,tiktok_likes,tiktok_views,youtube_playlist_reach,apple_music_playlist_count,airplay_spins,deezer_playlist_count,deezer_playlist_reach,shazam_counts,explicit_track
Pedro,Pedro - Single,Jaxomy,2024-03-29,DEE862400427,111,144.6,168145583.0,27654.0,159737263.0,85.0,35008949.0,717214.0,182364.5,27141268.0,265551910.0,39149568.0,107.0,4448.0,158.0,16345999.0,2408838.0,0
Fast Car,Gettin' Old,Luke Combs,2023-03-24,US6XF2200436,112,144.5,518988585.0,73116.0,58391498.0,80.0,107703759.0,768813.0,354036.0,74258021.0,924204888.0,103658014.0,117.0,673629.0,67.0,8306302.0,3108167.0,0
Bling-Bang-Bang-Born,Bling-Bang-Bang-Born,Creepy Nuts,2024-01-07,JPU902305042,113,144.0,247399972.0,22222.0,13870528.0,80.0,389540239.0,4392933.0,182364.5,22950364.0,296522040.0,1041035733.0,53.0,807.0,18.0,357941.0,1069500.0,0
Aesthetic,Aesthetic,Tollan Kim,2022-03-04,SGB502208576,114,144.0,5712985.0,2311.0,535908.0,44.0,3120073.0,56276.0,20114495.0,2452502310.0,33870791454.0,100962228.0,4.0,22.0,4.0,1397.0,249823.0,0
Sunflower - Spider-Man: Into the Spider-Verse,Sunflower (Spider-Man: Into the Spider-Verse),Post Malone,2018-10-18,USUM71814888,116,143.9,3358704125.0,392082.0,123917182.0,79.0,2763188773.0,19410390.0,2714134.0,178829434.0,1597453878.0,484189798.0,351.0,273683.0,86.0,809352.0,1569935.0,0
Saturn,Saturn - Single,SZA,2024-02-24,USRC12400216,117,142.8,343090427.0,21104.0,154253718.0,87.0,38173339.0,349660.0,182364.5,27141268.0,265551910.0,196380893.0,120.0,158378.0,103.0,10995523.0,745798.0,0
Chegou a Hora de Ir para Cama (Playback),3 Palavrinhas Vol.9 (Playback),3 Palavrinhas,2024-06-04,BXT622400190,118,142.4,247133830.0,33806.5,13496421.5,67.0,39323383.0,44223.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,0
Believer,Believer,Imagine Dragons,2017-01-31,USUM71700626,119,142.2,3006226762.0,335880.0,89243475.0,81.0,4495059988.0,42240881.0,5745117.0,453132709.0,5876458723.0,276194776.0,226.0,253782.0,118.0,1138425.0,21306706.0,0
WAIT FOR U (feat. Drake & Tems),WAIT FOR U (feat. Drake & Tems),Future,2022-04-27,USSM12203789,120,141.0,787155930.0,183850.0,58397185.0,77.0,357772653.0,2590835.0,931660.0,95662104.0,836550889.0,3934416606.0,150.0,463665.0,32.0,399388.0,3534164.0,1
ANDO,ANDO,Jere Klein,2023-09-27,QMDA72363047,122,139.0,292789738.0,28591.0,30905957.0,72.0,406307035.0,809942.0,1900606.0,68341852.0,872862858.0,1969191415.0,11.0,1754.0,15.0,8391160.0,1195337.0,1
First Class,First Class,Jack Harlow,2022-04-08,USAT22203024,123,138.6,818858244.0,223609.0,49586777.0,71.0,231229581.0,2756840.0,1610614.0,624748318.0,6890780336.0,3849170813.0,148.0,666615.0,37.0,759989.0,4244972.0,1
FE!N,UTOPIA,Travis Scott,2023-07-28,USSM12305010,124,137.8,659010786.0,129923.0,93969186.0,86.0,125203447.0,1990342.0,22100.0,13787343.0,107398826.0,244390161.0,87.0,37314.0,46.0,2137898.0,1839283.0,1
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,2023-03-03,USUG12301493,125,137.7,3913988.0,545.0,1054122.0,40.0,1577017938.0,9304666.0,182364.5,27141268.0,265551910.0,2651764724.0,29.0,25.0,15.0,230295.0,903827.0,1
Losing Interest - Original Mix,Losing Interest (Original),Goovex,2024-06-10,CA5KR2465999,126,136.4,126247886.0,5.0,5973.0,1.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,0
Drained of Color,Drained of Color,Exhumed,2022-08-30,US2642250302,129,134.0,158627.0,635.0,18765.0,16.0,2156140830.0,1277936.5,9.0,422.0,4484.0,1318392.0,29.0,29.0,15.0,230295.0,208.0,0
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,2020-07-24,USQX92003025,130,133.0,1867736006.0,302486.0,82611625.0,76.0,747126783.0,10795292.0,2467227.0,160756733.0,1768836179.0,2069527154.0,329.0,931316.0,273.0,3821598.0,10228436.0,1
Dynamite,Dynamite,BTS,2020-08-21,QM7282022872,131,132.3,1872577908.0,144619.0,51186002.0,74.0,2638957320.0,62311179.0,3098499.0,662794945.0,5063720138.0,2199001119.0,323.0,351169.0,355.0,1888088.0,7896781.0,0
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,2023-12-10,GXBAV2381801,132,130.7,8327.0,3.0,8.0,67.0,147139870.5,1277936.5,4200000.0,3646489.0,73318253.0,100962228.0,29.0,5993.0,15.0,230295.0,522.0,0
Someone You Loved,Breach,Lewis Capaldi,2018-11-08,DEUM71807062,133,129.7,3427498835.0,338763.0,160553919.0,82.0,2153701892.0,20891433.0,1940473.0,212007614.0,2161032034.0,2333853734.0,408.0,600211.0,502.0,4834088.0,29266297.0,0
Made You Look,Takin' It Back,Meghan Trainor,2022-10-21,USSM12204574,135,129.5,720720922.0,74295.0,89509926.0,77.0,221078988.0,2557839.0,4687520.0,1252326407.0,15247253457.0,718932832.0,108.0,412680.0,43.0,1491347.0,3086624.0,0
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,2023-06-22,QZMEQ2306756,136,129.4,1378494.0,351.0,43395.0,34.0,1022331.0,22739.0,7702832.0,90289248.0,1272592848.0,100962228.0,29.0,5993.0,15.0,230295.0,50550.0,0
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,2024-05-29,INS182401602,137,129.1,2827545.0,62.0,1433870.0,67.0,54330074.0,801621.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,5620.0,0
vampire,vampire,Olivia Rodrigo,2023-06-30,USUG12304091,138,128.9,998964097.0,90793.0,87801398.0,18.0,113450524.0,2108657.0,394640.0,152624014.0,1448207880.0,1111017294.0,173.0,161513.0,61.0,5239925.0,4872257.0,1
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionário,2024-03-01,BCAEW2400001,139,128.5,37157630.0,2052.0,30387641.0,74.0,63418833.0,427441.0,1600000.0,853176.0,8850449.0,149589609.0,11.0,190.0,32.0,8460458.0,42895.0,0
Back,Back,LOLA,2022-08-03,UKQNV2100272,140,128.0,48428.0,92.0,15747.0,3.0,2123978358.0,5670850.0,111.0,102828.0,735317.0,100962228.0,29.0,46.0,15.0,230295.0,903827.0,0
People,People - Single,Libianca,2022-12-05,QZTB52268087,141,127.8,631955547.0,121823.0,45030006.0,74.0,305998382.0,2647341.0,3168854.0,243797561.0,3233505931.0,704906130.0,145.0,122781.0,74.0,1217657.0,6121126.0,1
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,2024-01-05,ATR981312465,142,127.4,247133830.0,1.0,47.0,67.0,147139870.5,1277936.5,3528100.0,37591836.0,688302023.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,1
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,2024-03-17,TCAIA2495220,143,127.3,94635338.0,10537.0,11716074.0,67.0,944314.0,17943.0,1300000.0,182937084.0,1542242100.0,100962228.0,13.0,5993.0,15.0,230295.0,1597467.0,1
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,2024-04-05,UKWLG2400013,144,126.9,114574238.0,10564.0,180987712.0,84.0,9134225.0,124326.0,299000.0,4419373.0,79796400.0,3117914.0,87.0,86814.0,128.0,35099280.0,903827.0,0
Abc,Abc,J Ross,2023-02-14,CLLU22300585,145,126.6,31867.0,5.0,5100.0,1.0,1538564650.0,2066653.0,182364.5,27141268.0,265551910.0,100962228.0,29.0,174.0,15.0,230295.0,1178.0,0
La Bachata,La Bachata,Manuel Turizo,2022-05-26,QZDYA1800087,146,126.2,1721045197.0,156941.0,97122096.0,81.0,798827877.0,3379928.0,1614275.0,209367923.0,2596777974.0,420585933.0,142.0,152522.0,97.0,8709032.0,4817885.0,0
Unknown,Unknown,FLI:P,2023-04-07,FRX282306294,147,125.4,8028757.0,1972.0,488653.0,44.0,48533758.0,399664.0,8800000.0,256186613.0,3985974550.0,6879573.0,1.0,373.0,15.0,230295.0,220198.0,0
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,2021-03-19,USUM72102636,148,125.2,1612286123.0,282719.0,97390961.0,74.0,1019256266.0,10280320.0,1404274.0,502778982.0,4702037810.0,2889452237.0,348.0,569287.0,342.0,2587713.0,7848760.0,1
Don't Start Now,Don't Start Now,Dua Lipa,2019-10-31,GBAHT1901121,149,124.6,2607121959.0,270230.0,143953432.0,78.0,1201600884.0,10239198.0,4725570.0,414013363.0,3535661993.0,2374637534.0,581.0,999941.0,632.0,4254903.0,13421701.0,0
Lucid Dreams,Lucid Dreams,Juice WRLD,2018-05-04,USUG11800685,150,123.9,2548389305.0,339306.0,75858140.0,78.0,987143411.0,9384427.0,1900813.0,44442433.0,338071383.0,274498079.0,153.0,69562.0,54.0,442640.0,9308937.0,1
PROVENZA,PROVENZA,KAROL G,2022-04-22,USUM72205906,151,123.8,1185929926.0,103026.0,64847502.0,76.0,1229843060.0,5870729.0,1300337.0,251445963.0,2829294043.0,763687717.0,115.0,130158.0,75.0,7349218.0,3397861.0,0
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,USAT22005111,152,123.4,1325725696.0,171255.0,53040559.0,72.0,1329826741.0,15965491.0,8470921.0,1183499351.0,9539547626.0,181452145.0,222.0,91249.0,94.0,249116.0,4618794.0,1
SPOT!,SPOT!,ZICO,2024-04-26,USA2P2421932,153,122.8,77757035.0,3407.0,35428519.0,81.0,100148771.0,2531168.0,99900.0,46645177.0,366905484.0,24981456.0,27.0,1861.0,2.0,151901.0,173263.0,0
Family Matters,Family Matters,Drake,2024-05-03,USUG12402984,154,122.7,72335127.0,8696.0,36774031.0,86.0,41492122.0,1034563.0,182364.5,27141268.0,265551910.0,166330702.0,38.0,1488.0,16.0,1504365.0,283217.0,1
Again,Missing,Kurochuu,2024-06-09,CA5KR2466577,155,122.5,136237285.0,2.0,2190.0,2.0,147139870.5,1277936.5,182364.5,27141268.0,265551910.0,100962228.0,29.0,5993.0,15.0,230295.0,903827.0,0
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,2023-07-14,USA2P2330093,156,122.4,1673557134.0,54950.0,91343768.0,80.0,397523735.0,10125293.0,341522.0,114990786.0,761760624.0,1800517153.0,86.0,23714.0,54.0,5286388.0,2310409.0,1
Last Night,3 Songs At A Time Sampler,Morgan Wallen,2023-01-31,USUG12300802,157,121.9,922010059.0,107189.0,61174155.0,79.0,141852059.0,567295.0,285414.0,61112010.0,811685466.0,182412108.0,106.0,18364.0,7.0,33712.0,2665347.0,1
Too Sweet,Unreal Unearth: Unheard,Hozier,2024-03-22,IEACJ2300335,158,121.2,532012790.0,22396.0,130752527.0,85.0,13119247.0,218957.0,182364.5,27141268.0,265551910.0,100962228.0,235.0,6952.0,85.0,25307005.0,2580089.0,0
Bad Habits,#NAME?,Ed Sheeran,2020-01-01,GBAHS2100318,159,120.8,1754311538.0,271758.0,62218811.0,74.0,958790883.0,7686994.0,1036355.0,225139300.0,2658904267.0,3526952174.0,454.0,1347725.0,352.0,7318680.0,15886717.0,0
Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,USAT22100906,161,120.1,1312168384.0,248793.0,50068571.0,75.0,993324548.0,9537455.0,1503567.0,369280607.0,3350704343.0,2421128623.0,308.0,557867.0,120.0,1553392.0,10288388.0,0
good 4 u,good 4 u,Olivia Rodrigo,2021-05-14,USUG12101245,163,117.8,2167768056.0,309421.0,72787213.0,79.0,773591065.0,11098007.0,1893481.0,1080682523.0,8186754429.0,2285796743.0,355.0,4835.0,98.0,1610293.0,903827.0,1
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,USUM71900764,164,117.7,2516804300.0,296739.0,113315017.0,76.0,1779243626.0,26239833.0,3774645.0,177247662.0,1409756969.0,2066888119.0,432.0,353076.0,258.0,3123258.0,18994040.0,0
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,2020-04-17,USUM72007941,167,116.7,1638836101.0,272933.0,50425049.0,70.0,1170441361.0,13667470.0,5241838.0,364560431.0,3869815694.0,201859518.0,216.0,298661.0,98.0,1699879.0,7646337.0,1
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,2023-03-23,GBAHS2201304,168,116.6,372423476.0,44730.0,21933393.0,71.0,131308671.0,1074684.0,1102985.0,38959591.0,830123390.0,961201576.0,132.0,644972.0,32.0,1018314.0,2886987.0,0
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,2023-08-24,USWB12304903,169,116.5,630373315.0,70400.0,105320547.0,84.0,50938569.0,246731.0,215433.0,70110809.0,586454750.0,207483261.0,95.0,83414.0,47.0,9094602.0,1673932.0,0
Circles,Circles,Post Malone,2019-08-30,USUM71915699,170,116.0,2481391466.0,332437.0,124491320.0,80.0,1116323669.0,8490012.0,83111.0,26892604.0,273522601.0,841624305.0,355.0,1015731.0,311.0,1603280.0,13634519.0,0
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,2023-08-03,DGA062382895,171,115.9,474590289.0,24891.0,25915889.0,78.0,577930708.0,1569516.0,136500.0,32754141.0,509287649.0,1484713132.0,27.0,15783.0,22.0,2762020.0,1173817.0,0
About Damn Time,About Damn Time,Lizzo,2022-04-14,USAT22202139,172,115.6,847025688.0,104052.0,47808065.0,66.0,106024874.0,1080393.0,3030761.0,1522267606.0,15665483220.0,22274346.0,215.0,1024138.0,143.0,1456203.0,5445721.0,1
Closer,Closer,The Chainsmokers,2016-07-29,USQX91601347,173,114.6,2880536961.0,285381.0,129399627.0,80.0,4086121880.0,22091228.0,1103074.0,100536756.0,514053404.0,467800052.0,385.0,316965.0,284.0,838570.0,16185008.0,0
FLOWER,ME,JISOO,2023-03-31,KRA402300002,174,114.3,440364356.0,26107.0,15314737.0,70.0,525156884.0,10820829.0,3411209.0,550993898.0,6724997940.0,68869541.0,33.0,11830.0,6.0,26844.0,1058579.0,0
PERRO NEGRO,nadie sabe lo que va a pasar mañana,Bad Bunny,2023-10-13,QMFME2364199,175,114.2,689181455.0,61138.0,90492257.0,83.0,183381482.0,738123.0,213300.0,49332435.0,487440417.0,546833520.0,67.0,32507.0,51.0,13729294.0,930098.0,1
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,USUG12306085,176,113.2,372248119.0,68037.0,44498005.0,67.0,86580734.0,1106306.0,77600.0,20713030.0,128182068.0,384403788.0,53.0,44112.0,13.0,481832.0,2131059.0,1
Havana (feat. Young Thug),Havana,Camila Cabello,2017-08-03,USSM11706905,177,112.8,2072182782.0,194332.0,86159672.0,75.0,3952909529.0,32333846.0,1314091.0,53911465.0,546650805.0,2137655536.0,342.0,175317.0,541.0,1593590.0,16095913.0,0
LUNA,FERXXOCALIPSIS,Feid,2023-12-01,USUM72318216,178,112.6,606124553.0,40628.0,139802900.0,86.0,166363445.0,1019744.0,14519.0,5128004.0,29601244.0,476273095.0,80.0,51631.0,64.0,14011480.0,1704574.0,0
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,2022-06-03,USUM72208023,179,112.5,827950825.0,118965.0,64661540.0,73.0,299001099.0,2751490.0,172228.0,118133115.0,1359837461.0,3624466116.0,83.0,761996.0,43.0,3276564.0,3384275.0,1
Bones,Bones,Imagine Dragons,2022-03-11,USUM72201759,180,112.0,1227475431.0,180053.0,70861210.0,78.0,584854654.0,6691488.0,341199.0,191133207.0,2255843288.0,3064084870.0,94.0,305868.0,47.0,1718874.0,7031981.0,0
Selfish,Selfish,Justin Timberlake,2024-01-25,USRC12400001,181,111.8,92932220.0,8847.0,31258778.0,67.0,42581931.0,513055.0,182364.5,27141268.0,265551910.0,1607922581.0,73.0,232736.0,75.0,12673906.0,1440935.0,0
golden hour,golden hour,JVKE,2022-07-15,GBKPL2204171,183,111.4,1126986320.0,200887.0,45885823.0,73.0,293553015.0,5388022.0,461623.0,313934124.0,2305840359.0,2451087344.0,77.0,148360.0,22.0,379311.0,3897680.0,0
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,GBAHT2000942,184,111.3,2074721986.0,255296.0,109442317.0,77.0,1665434424.0,15432964.0,858364.0,324510578.0,2649555956.0,4124133645.0,388.0,476547.0,250.0,2098761.0,7948325.0,0
Get It Sexyy,Get It Sexyy,Sexyy Red,2024-03-15,QZSYP2454435,185,111.1,89362910.0,7377.0,70714216.0,84.0,37676729.0,525264.0,361700.0,71058620.0,476545000.0,126493852.0,52.0,52534.0,4.0,57534.0,514293.0,1
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,2023-10-18,USWD12328242,186,110.9,26674909.0,2673.0,8562091.0,19.0,7863539.0,84565.0,4304279.0,50776319.0,709276580.0,300010.0,36.0,214.0,4.0,81296.0,87704.0,0
IDGAF (feat. Yeat),For All The Dogs,Drake,2023-10-06,USUG12306072,187,110.8,406875019.0,85930.0,45178662.0,67.0,39850191.0,427973.0,1225.0,2163852.0,22689637.0,11148894.0,29.0,4395.0,16.0,435466.0,964984.0,1
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,QM6MZ2214888,188,110.7,1421763497.0,152592.0,62313059.0,78.0,945857087.0,5587691.0,179400.0,14518451.0,225142753.0,171156518.0,91.0,72953.0,42.0,6938988.0,3087489.0,0
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,USSM11914962,189,110.2,1237874594.0,276882.0,51153940.0,67.0,2430804498.0,12334565.0,584648.0,77631196.0,964755757.0,430690809.0,187.0,7602.0,95.0,487631.0,5329382.0,1
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-10-12,QMDA62217995,190,110.1,804925777.0,128247.0,62532855.0,75.0,175393116.0,1729347.0,935169.0,362063344.0,3209982240.0,841611064.0,138.0,400246.0,65.0,8982560.0,6548714.0,1
Stargazing,Stargazing,Myles Smith,2024-05-10,GBARL2400510,191,109.8,106599323.0,9406.0,164949597.0,87.0,10331471.0,167936.0,182364.5,279000.0,4700000.0,38232470.0,120.0,11172.0,93.0,14817504.0,903827.0,0
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,USUG12204897,192,109.7,971473231.0,239671.0,77479207.0,78.0,198796965.0,2003253.0,803500.0,85725313.0,926300276.0,327806846.0,110.0,1041.0,18.0,314003.0,3142892.0,1
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,USUM72013339,193,109.5,1125681368.0,251023.0,32574699.0,72.0,306628096.0,3322075.0,5487112.0,345484397.0,2775640343.0,258709304.0,119.0,372838.0,21.0,94686.0,3908069.0,1
Memories,Memories,Maroon 5,2019-09-20,USUM71913350,194,109.3,2011072164.0,222804.0,49920599.0,77.0,1290292327.0,11720744.0,2377898.0,155233360.0,1458416059.0,2403585054.0,268.0,765565.0,445.0,1033541.0,14241952.0,0
Classy 101,Classy 101,Feid,2023-03-31,USUM72304895,195,109.1,872148396.0,90726.0,70485920.0,78.0,477047694.0,1887642.0,459540.0,102272836.0,1113541743.0,1850185458.0,94.0,46835.0,50.0,12249404.0,1625704.0,1
Whatever,Whatever,Kygo,2024-01-19,USRC12302637,196,109.0,222354971.0,17551.0,159961203.0,83.0,45439562.0,522558.0,182364.5,27141268.0,265551910.0,1880782257.0,111.0,191358.0,171.0,32320584.0,1421900.0,0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2024-02-13,USRC12400299,197,108.4,207093873.0,23181.0,114051028.0,87.0,19787472.0,254004.0,67400.0,22398663.0,298300000.0,320540886.0,61.0,5477.0,31.0,1483573.0,903827.0,1
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,2023-08-04,DEA622301801,198,107.8,361517395.0,119783.0,95312340.0,80.0,37192341.0,491577.0,13334.0,1804060.0,35999853.0,3117914.0,56.0,56118.0,52.0,4459149.0,4372188.0,0
Without Me,Without Me,Halsey,2018-10-04,USUM71813499,200,107.4,2042792456.0,198888.0,69311277.0,75.0,2018089906.0,20528541.0,3897257.0,208270183.0,2216715741.0,2352917415.0,180.0,320792.0,69.0,646681.0,14816076.0,1
meet the grahams,meet the grahams,Kendrick Lamar,2024-05-03,USUG12400909,201,107.3,65520394.0,8933.0,15896982.0,67.0,36834647.0,1700363.0,182364.5,1542400.0,7700000.0,127419599.0,13.0,275.0,7.0,397856.0,185009.0,1
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,2023-10-06,USUG12306071,202,107.1,328526298.0,72252.0,68612350.0,67.0,61769035.0,1228629.0,859.0,267545.0,2571188.0,1488182707.0,54.0,99793.0,19.0,2797550.0,1198582.0,1
Shallow,Shallow,Lady Gaga,2018-09-27,USUM71813192,204,106.9,2447973078.0,221822.0,90174192.0,78.0,2732311956.0,15274815.0,52698.0,11103476.0,168789459.0,2310840501.0,261.0,228874.0,158.0,1551217.0,153863.0,0
Thunder,Thunder,Imagine Dragons,2017-04-27,USUM71704167,203,106.9,2384768901.0,244951.0,88329475.0,79.0,2707166590.0,16780231.0,1839173.0,79131934.0,906537912.0,222980374.0,225.0,273249.0,226.0,1148532.0,13844050.0,0
Rush,Rush,Ayra Starr,2022-09-16,NGA3B2216004,205,106.4,371886608.0,98009.0,19411516.0,67.0,361174452.0,1904397.0,3035139.0,98505939.0,1454848289.0,269311214.0,162.0,85871.0,47.0,2772886.0,8870769.0,0
abcdefu,abcdefu,GAYLE,2021-08-13,USAT22103652,206,106.2,1128273165.0,193857.0,61311826.0,70.0,499895662.0,6801671.0,2167302.0,1127247971.0,12414681151.0,3366280433.0,209.0,470778.0,79.0,4946332.0,7565502.0,1
Buga,Buga,Kizz Daniel,2022-05-03,USUYG1425645,208,105.8,86516910.0,30835.0,3440925.0,57.0,266679537.0,1536035.0,10289181.0,119876546.0,1872751535.0,29657775.0,51.0,13698.0,9.0,580760.0,3876226.0,0
Bad Habit,Bad Habit,Steve Lacy,2022-06-29,USRC12201440,207,105.8,1087938471.0,220515.0,63054597.0,73.0,147472695.0,2050299.0,902163.0,360938850.0,2783442788.0,2111662944.0,132.0,2962.0,69.0,3999785.0,4118983.0,1
MONEY,LALISA,LISA,2021-09-10,KRA402100099,210,105.5,1189335848.0,103236.0,33637835.0,73.0,1323718887.0,20328622.0,3707867.0,1292738947.0,12516703531.0,1203702704.0,54.0,29685.0,29.0,484446.0,3720737.0,1
Columbia,Columbia,Quevedo,2023-07-07,BK4DA2310533,209,105.5,721002940.0,84161.0,56226278.0,79.0,266411536.0,1343262.0,372100.0,71411756.0,752868970.0,535715103.0,47.0,51158.0,39.0,1537049.0,1148958.0,0
LADY GAGA,LADY GAGA,Peso Pluma,2023-06-22,QM7282306246,212,105.2,684204777.0,48370.0,25130304.0,78.0,362779953.0,1617493.0,777100.0,112400175.0,1207597707.0,297822969.0,51.0,4811.0,22.0,13901598.0,1567605.0,1
Woman,Planet Her,Doja Cat,2021-06-25,USRC12101532,211,105.2,1606950381.0,217443.0,95985096.0,78.0,641326002.0,7454749.0,2148350.0,795146493.0,5944657895.0,3148985028.0,217.0,414829.0,84.0,3363038.0,5907933.0,1
CUFF IT,RENAISSANCE,Beyoncé,2022-07-29,USSM12206232,213,104.9,795960535.0,100204.0,68659216.0,73.0,176996169.0,1606296.0,2762888.0,945005125.0,11215597325.0,251341543.0,182.0,481547.0,108.0,3025424.0,3861203.0,1
KING KONG,KING KONG,TREASURE,2024-05-28,KRA402400030,214,104.5,8078265.0,207.0,12311489.0,68.0,44927750.0,931230.0,182364.5,27141268.0,265551910.0,100962228.0,10.0,70.0,5.0,572.0,12404.0,0
How You Like That,How You Like That,BLACKPINK,2020-06-25,KRA402000111,215,104.5,1033109188.0,82170.0,21177170.0,68.0,1584676582.0,29210301.0,10007464.0,628046798.0,7988463856.0,328047537.0,96.0,36043.0,34.0,130559.0,3461123.0,0
Milf Song,Milf Song,The Puddleducks,2022-08-19,QZMEP2285895,216,104.5,1165982.0,1176.0,23110.0,28.0,1704936540.0,3631067.0,1865.0,1476436.0,7758599.0,1318392.0,29.0,1.0,15.0,230295.0,1261.0,0
Nasty,Nasty,Tinashe,2024-04-12,USLD91757578,217,104.4,31612906.0,3887.0,106475497.0,76.0,6277949.0,171470.0,535464.0,171691158.0,1051026401.0,480.0,38.0,1638.0,3.0,153459.0,336779.0,0
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,2022-12-02,USUG12208783,218,104.4,706356280.0,166277.0,62975073.0,77.0,172653099.0,1750863.0,32432.0,14181961.0,108461504.0,205280243.0,56.0,72856.0,13.0,1040628.0,2363066.0,1
Panda,Panda,Desiigner,2016-02-26,USUM71601094,219,104.2,1181348550.0,170002.0,34000497.0,62.0,2277330940.0,22334292.0,3823774.0,33020704.0,283835852.0,190757316.0,245.0,22143.0,63.0,559832.0,10372624.0,1
